#gene	EvC.norm.abs.stat
MAP3K11	1.236590659
C21orf91	1.236375754
PRMT5	1.235992485
ITGB1	1.235857849
RND2	1.235846915
NGF	1.23581893
MFAP5	1.235792699
CCDC66	1.235760353
DPH3	1.235675008
ZNF688	1.235512335
MTHFD2	1.235263716
FPGS	1.234787855
RNF26	1.234727147
P2RY2	1.234499905
MARK3	1.234443186
CTXN1	1.233805649
AGTRAP	1.23365048
CAPZA1	1.233333513
DPY30	1.233055553
C1orf198	1.232554898
NIPA1	1.232333663
EYA4	1.232199576
TMPO	1.232003762
WIPI2	1.231814043
CACNA1D	1.231377847
PPARGC1B	1.231344844
MYADM	1.231044035
OTUD5	1.230590466
SLC25A2	1.230512906
LCMT1	1.230430556
CDC5L	1.230356129
CSPG4	1.230026449
SYNPO2	1.23001624
NCALD	1.229042284
RBM4	1.228502534
CACTIN	1.228435298
PDLIM1	1.228400414
MNT	1.228239332
PLEKHG5	1.22814105
MTMR12	1.227661182
MMP25	1.226375674
VPREB1	1.226375674
MYL6B	1.226297665
EIF4E3	1.226224519
BMP10	1.22598646
CREM	1.225628851
ORM2	1.225012216
EIF2S1	1.224226221
ENDOU	1.22389322
DRAM1	1.223743761
TMEM176B	1.223714382
FZD3	1.223035568
ANGPTL2	1.22180259
EHD2	1.221766724
UBA7	1.221646489
ASF1A	1.220938739
KAT2A	1.220835755
HSD17B13	1.220696129
RANBP3L	1.220563082
IGSF21	1.220201414
PITPNM1	1.220151152
AQP3	1.21913691
SAMD5	1.218884995
PAWR	1.218792115
CUX1	1.218540449
LIF	1.218168421
PRKCB	1.217972316
PPM1G	1.217805081
ZNF598	1.217785901
FKBP1B	1.217647939
PLEKHM3	1.217438998
NCLN	1.217326305
NTN4	1.217318592
BBS10	1.217206286
TRAPPC9	1.216786434
RNF165	1.216772272
ZNF623	1.216672603
TXNDC16	1.216328711
RGS9	1.21611195
CARD9	1.215738736
KLHL7	1.215235098
BDNF	1.214678079
CENPP	1.214448114
PLP2	1.214035171
PFN2	1.21401239
PODXL2	1.213955328
HSPA2	1.213698212
CLSTN1	1.213311085
GFAP	1.213084212
MARK2	1.212550755
VEZT	1.212399146
HLX	1.212190847
DDX25	1.212113081
ST3GAL4	1.212090678
CCND1	1.21198981
FAM151B	1.211177703
KLF8	1.210939346
FAM180A	1.210416529
C7orf26	1.210292703
PLEKHA2	1.209121078
NUP133	1.209105619
CYBB	1.20900857
C16orf91	1.208867339
ZNF667	1.208553678
NIT2	1.208385093
KCTD6	1.208053725
FAM189A2	1.207892081
MICALCL	1.207852481
ZBTB47	1.207532985
VIPAS39	1.207250106
ATMIN	1.206958589
GJC2	1.204775847
TMEM119	1.204505297
KY	1.204167607
FAS	1.203440018
PDE7B	1.202700742
ZDHHC16	1.202443254
NSG1	1.201303863
TWIST1	1.201244732
RANBP3	1.200932868
RHOF	1.200874499
GRB7	1.19950431
VPS4A	1.199466583
RTN4	1.198576985
ZNF496	1.198520535
CRTC2	1.198328858
SLC13A2	1.19796193
CDK20	1.197207818
EYA2	1.197202042
SLC35E1	1.196763665
CA1	1.195806572
SAP30L	1.195455965
SARS1	1.195138975
UBE2G2	1.195043534
WDR82	1.19461631
KIAA1324L	1.193857081
ZNF773	1.193635368
POLE3	1.193512342
ASPN	1.193100296
PHGDH	1.193071105
ACTC1	1.193032178
ASB12	1.192715333
CTXN3	1.192715333
DUSP27	1.192715333
MYF6	1.192715333
MYOG	1.192715333
P4HA3	1.192715333
RHOV	1.192715333
SLC9A2	1.192715333
TCEAL7	1.192715333
RPL22L1	1.192709303
STAU2	1.192154951
CCDC126	1.191662225
OR2V2	1.190946486
TNIP3	1.190569179
RSU1	1.190023432
TMTC2	1.18991381
CWC25	1.189871602
P2RX6	1.189554013
COL4A1	1.189292949
METTL14	1.189172729
HIBADH	1.188648411
ADIPOQ	1.188601195
FBXL19	1.188379139
SECTM1	1.188201454
HIC1	1.188196678
NOTCH3	1.187303843
SRBD1	1.186761131
KIT	1.186584452
ODF2	1.186400664
INPP5E	1.186310823
PLA1A	1.186173139
SDR42E1	1.186164886
MOB3A	1.186014476
ENO2	1.185822048
ERCC8	1.185628009
SLC35F2	1.185476195
PENK	1.18527915
SMIM30	1.185172128
MAB21L3	1.184976038
YAF2	1.184953786
XRCC3	1.18482461
LAMA1	1.184247042
PLXDC1	1.183562392
ARHGAP10	1.182915082
PILRB	1.182682164
CDK5RAP3	1.182407383
PTK2B	1.182002708
SMARCD2	1.181264793
ZNF18	1.1810066
TCHH	1.180994547
BARD1	1.180592273
PRDM6	1.179858979
HSPA1B	1.179824112
FAM53B	1.179371826
ACCS	1.178092345
HOXB5	1.17756134
DPF2	1.17750206
PALD1	1.177494048
ABR	1.177362125
STK3	1.177083971
RAD51AP1	1.176905077
RNF10	1.176768296
PPARD	1.176648044
HAUS4	1.176424406
GPR162	1.176238347
CABYR	1.175976125
STAC3	1.175341099
ACOT12	1.175080449
SEC11A	1.175051929
FAM174A	1.174906614
KLHL9	1.174862507
RTTN	1.174514096
OLFM1	1.173302016
TSTD2	1.17318518
C16orf89	1.173183057
C19orf12	1.172924314
RORC	1.17254071
SPON1	1.172341512
CYB5D2	1.172229948
CTDSPL	1.17193675
BIRC5	1.171835595
LDHAL6B	1.171705538
CHN2	1.171690571
EFEMP1	1.171405348
RFT1	1.170023763
PDE7A	1.169931903
UBE2Q1	1.169871688
POP1	1.16938698
HCST	1.169061686
ARIH2	1.168929402
NSUN7	1.168143382
SNRPB2	1.167777259
SLC39A4	1.167484327
ZNF8	1.167448812
TAP2	1.167419044
CD300C	1.167320616
HIGD1B	1.167320616
CALR4P	1.167224111
CNTFR	1.167205466
NUFIP1	1.167173041
TAPBPL	1.16697331
NEDD9	1.166830732
GLO1	1.166233237
TMEM52	1.166082153
PNRC2	1.165696603
C17orf50	1.165621453
LPL	1.165158022
TADA3	1.164818718
KSR2	1.164540766
CSGALNACT1	1.16393685
EPS8L1	1.163786766
GPR132	1.162959574
CRYZ	1.162863935
PPP2CA	1.162795578
C12orf65	1.162703346
ZFAND5	1.162360977
RCOR2	1.162194856
GRWD1	1.162181367
GPAT2	1.161951453
ALS2CL	1.161577099
PRC1	1.161458703
PCDH20	1.161347796
PITPNB	1.1608212
RGS14	1.160691141
WDR75	1.160662114
MT2A	1.160539212
SLC25A42	1.159820962
GYG1	1.159050206
COL5A2	1.158996741
MDFI	1.158853325
MMP13	1.158826243
SNHG5	1.158732311
EFCAB2	1.158403508
NOP14	1.158228165
RPS6KL1	1.15753014
SMNDC1	1.156708889
TADA1	1.156510137
SAMD3	1.156441556
BCL11A	1.155894567
EIF5	1.155806033
ZNF585A	1.155366948
TRIM7	1.155190227
TFAP4	1.154727988
TRIM27	1.154569576
SMAD7	1.154492951
ATP6V1H	1.153541048
CPNE5	1.15318007
TCEA2	1.152421901
CHMP1B	1.151744151
CD40	1.151316867
SOCS3	1.151162947
ATG2A	1.15013367
FARSA	1.149894735
PAPLN	1.149547185
EHBP1L1	1.149505059
CAMK2N1	1.149475011
ABHD10	1.149142126
DNAJC28	1.149006859
FLRT2	1.148766902
BASP1	1.148625848
MVD	1.1485261
ADK	1.147785711
GPATCH3	1.147621038
TAF1D	1.14761884
SUCLA2	1.147204547
C2orf42	1.147081381
ARHGEF2	1.146853898
RAP2A	1.146569505
MCOLN1	1.146091118
PDE1B	1.146087665
KIF3B	1.145586204
PLEKHH1	1.145491622
FOXP2	1.14537488
LIMD2	1.144671846
NSUN5	1.144641159
TTC25	1.143979901
MAMSTR	1.143970684
IL33	1.143949647
NLRP6	1.143893778
NRGN	1.14378505
TMEM101	1.143678033
CLCF1	1.143591565
CDC25B	1.143474213
LRRC47	1.143434998
CCL22	1.143195279
SDF2L1	1.142993017
GOLPH3L	1.142587271
ATP1A4	1.141932698
AK3	1.141532711
GAMT	1.141471632
CHPF	1.141391451
BST1	1.140404412
GGH	1.140152392
ALKBH4	1.138835343
SPIRE1	1.138777213
B9D1	1.138683162
ASB10	1.13858542
DTNA	1.138309964
DDX50	1.138064139
PREX2	1.1377489
ASB6	1.137697465
SPTLC1	1.137059558
STARD8	1.136902939
INPP4A	1.136819908
MAN2C1	1.136585065
ENTPD6	1.136318002
MRPL1	1.135392926
SLC30A2	1.135319108
RGL3	1.134689732
REEP4	1.133760586
FAM76B	1.133505294
GDF6	1.133461789
HIP1	1.132646935
ELF5	1.13114646
INSIG2	1.13111824
IGHMBP2	1.13065884
NR1H2	1.130654932
NEBL	1.130319489
WDTC1	1.130043059
CASP4	1.129688918
MUC2	1.12968133
RPS6KA6	1.12968133
STYK1	1.12968133
TRIM35	1.129135698
ZNF354B	1.128826454
ANGPTL7	1.128573202
BNC1	1.128473693
LTB4R2	1.128403912
RNF220	1.128096229
CNTD1	1.128071623
ZNF761	1.12749126
RAE1	1.127022078
IFITM3	1.126567565
RNF144A	1.126491106
CARD11	1.126227826
TMEM151A	1.12615676
F3	1.12596097
CCL11	1.125876158
COMP	1.125876158
CRTAM	1.125876158
FBN2	1.125876158
HES7	1.125876158
KLHL30	1.125876158
MEOX2	1.125876158
ZFYVE28	1.125876158
CYP4F8	1.125743174
SLC22A4	1.125541999
WIPI1	1.125453813
THSD7A	1.125347931
CCDC148	1.125213756
SEC61B	1.124377046
ADH5	1.12431903
PAF1	1.123855604
ACAP1	1.123568227
WDR91	1.12348544
PPP4R1	1.123438355
GRHL3	1.123163363
LOXL4	1.122964992
IRAK3	1.122577232
BATF	1.122426031
DPYSL3	1.122086349
EPS15L1	1.121914261
RPS6KA2	1.121669631
NARF	1.121638486
IKZF4	1.121340539
WDR76	1.121286612
CERKL	1.121140313
TMEM198B	1.120258241
BARHL1	1.120253754
COPS7B	1.120227294
AKT3	1.120064541
UBTD2	1.119972755
ACSBG1	1.119129438
ANKRD16	1.11868369
APH1A	1.11844729
OLIG1	1.118306061
TMEFF1	1.118188408
SASS6	1.11725281
CASC3	1.117211948
DUSP22	1.116973341
YPEL5	1.116688233
MLLT11	1.116599611
CDYL	1.116047925
CNN1	1.115968423
SCTR	1.115968423
SMN1	1.115772908
AFAP1L2	1.115002136
NDUFA4L2	1.114842373
SPA17	1.114324248
DEXI	1.114157641
RABEP2	1.114123026
RBBP8	1.114107964
SLCO1B1	1.11405103
METTL17	1.113097251
LRRCC1	1.113046943
FGFRL1	1.112836016
TFIP11	1.11250233
S1PR3	1.112364497
GALNT14	1.110945072
EPDR1	1.110912947
ZC3H10	1.110697944
RAB25	1.110312591
RRN3	1.110191089
NUP88	1.109940609
DLL4	1.109668581
KRT79	1.109638105
FAM13C	1.109595194
SLC6A13	1.109516206
SCARF2	1.109122831
ANKRD49	1.1090627
MBLAC1	1.108852169
ZNF462	1.108832468
NRBP1	1.108492131
TTPAL	1.10835457
FBRS	1.108184552
CBX2	1.107888681
CD81	1.107681568
PARP8	1.107644983
PWWP2B	1.107571702
IQCG	1.107533105
GOLGA2	1.106994633
ZNF346	1.106865367
CENPH	1.106820034
HARS1	1.106086095
QPRT	1.105302906
COPS8	1.1052199
MANBA	1.10462088
TRAM1	1.10445661
E2F2	1.102958107
RNF24	1.102679482
ATPAF1	1.10239924
ZNF726	1.102200458
ZBTB26	1.101698112
NUP37	1.101351968
IFI44	1.101324287
EMILIN2	1.100224437
FBXO6	1.099836612
AKT1	1.099550829
EARS2	1.099152881
CDC20	1.099109778
NCK1	1.098615041
MOCS3	1.098171885
CCDC134	1.097673405
ARHGAP44	1.09753806
TWISTNB	1.097211263
VAMP4	1.096588967
TMEM177	1.096559075
TRMT10C	1.095884991
PYCR1	1.095820744
DCAF13	1.095812768
GNL2	1.095463588
N6AMT1	1.095155748
IL18	1.094478362
PMS2	1.094462171
MAMDC2	1.09433186
CCR2	1.094247637
SARS2	1.094169779
MXD3	1.094075126
BAG3	1.093907435
SIAH2	1.093663807
PTK6	1.093598161
KLHDC4	1.09284164
DCTN5	1.092550484
FHIT	1.092234429
C11orf80	1.092150801
ELAVL1	1.091924233
PLN	1.0916681
GPR171	1.091361923
NUDT21	1.091213242
RBMX2	1.091011422
PORCN	1.090328414
DIMT1	1.090158609
HDC	1.090140276
TMEM167A	1.089992154
COPS2	1.089884898
PLXNC1	1.089863915
EXOC6	1.089719929
CD2BP2	1.089368162
EFHD2	1.089128256
CADM3	1.088313153
SMARCAL1	1.088023563
TEX261	1.087601462
LRRC49	1.087225012
MS4A8	1.087196126
VPS53	1.086267277
FBXW2	1.086082136
PCSK7	1.085827098
GTPBP1	1.085443567
TES	1.085049619
CUL7	1.084781526
CX3CL1	1.084767906
DNAJC18	1.084490352
TBKBP1	1.084310291
SCRIB	1.084202776
PWWP2A	1.083853751
DAP	1.083290095
RSRC1	1.083142952
ASGR2	1.082505881
UTP18	1.080708522
TCTEX1D4	1.08057585
ADCY7	1.080156279
BBS5	1.079107753
FREM2	1.079046014
C7orf50	1.077865113
MUTYH	1.077856772
TCHP	1.077698482
WNT4	1.077678698
STX5	1.077502106
NRF1	1.077394947
CFTR	1.077314509
MALAT1	1.077060201
ENTPD4	1.076626177
REEP1	1.076517578
ADAM12	1.076254985
REXO4	1.076128384
LAMA5	1.074522524
USPL1	1.074461561
PIK3R2	1.074192037
CNKSR3	1.073613964
ARF2P	1.073593904
IER5	1.073588168
PAK6	1.073176244
PRKAR2B	1.072755461
CPT1C	1.072671191
ANPEP	1.07219534
LIN54	1.071847866
NDEL1	1.071722803
PRRX1	1.071188336
CLMP	1.071170137
ASF1B	1.070801191
ZFP64	1.06986396
HHAT	1.069499014
NAT10	1.069225469
DNAJC7	1.068737343
NCAPG2	1.068228131
CHURC1	1.068143328
ZBTB8OS	1.06805198
EGF	1.067663463
PLXNA4	1.066739685
LAIR1	1.066700726
RPS12	1.066452439
HUS1	1.065313528
LMNA	1.065121214
ERF	1.064685885
ZFP36L1	1.064415663
ROM1	1.064364685
PAICS	1.064149008
CCZ1	1.064086401
CCDC57	1.063999744
PREP	1.063972334
RUNDC1	1.063824494
SURF4	1.063135905
TICAM2	1.06308646
HOXA4	1.063082116
SAA3P	1.063072046
ZSWIM4	1.062965888
ABCD1	1.062954603
AKIRIN1	1.062655228
TMEM54	1.062464638
EIF3L	1.062403501
ZNF775	1.062184248
AHNAK2	1.061818381
FXR1	1.061311606
TACC2	1.060881187
ZSWIM3	1.060836248
LAMB2	1.060699686
ASH2L	1.060689803
MMP27	1.060631194
PRR7	1.060159632
LGALS2	1.060152185
MTRF1L	1.060007132
CLPTM1	1.059932831
PAQR9	1.05985257
ARHGEF37	1.059804915
TNFSF13B	1.059438639
PARM1	1.059376293
SNAI3	1.059305366
F2RL1	1.059010071
CPSF3	1.058909345
CTSA	1.058690091
MYO1G	1.058455791
CD59	1.057989134
HECTD3	1.057508257
MFSD11	1.057268001
TMED3	1.057244339
DONSON	1.057129847
OSBPL2	1.056991466
TMEM220	1.056918389
RFTN2	1.056250043
PDGFRL	1.056221168
EGFLAM	1.056158641
MAT2B	1.055629375
GNA11	1.055300396
SLC39A10	1.054307941
RFWD3	1.054049889
FIBIN	1.053782211
PDE10A	1.053741045
SMAD6	1.05333548
RHOBTB1	1.053163705
MYO7B	1.052766694
OTUD6A	1.052766694
IMPDH2	1.052713746
TMEM150A	1.052599873
OTC	1.052206466
TBC1D10B	1.052008589
ZNF780B	1.051840372
CDC25C	1.051594018
KLHL10	1.051176752
MUC16	1.051176752
NR1H5P	1.051096511
CADM1	1.050733428
FBXL14	1.050660486
VAC14	1.05063628
RABL2B	1.050464738
RASSF4	1.049910897
ZEB1-AS1	1.049853165
ADAT2	1.049744215
RANBP9	1.049613585
WFDC12	1.049419401
ZNF354C	1.048974085
FADS3	1.048820074
BUB1	1.048683187
MED27	1.048564968
DDA1	1.048553771
DENND2A	1.048186959
PDXK	1.048155621
VCAN	1.047973583
ANKMY2	1.047857221
C8orf37	1.047829284
CYTH3	1.047477576
DDX1	1.047355668
ZNF750	1.047230548
IQGAP1	1.047125848
ATP4A	1.046880793
ARID3A	1.046703664
SLC39A1	1.046610786
CACNA2D4	1.046357164
THEMIS	1.046292747
TOP1MT	1.046195686
PKIB	1.045937505
SOCS1	1.045751154
CHRM1	1.04565412
GYPA	1.045117641
TMCO3	1.045100004
HAUS8	1.044727011
LIG4	1.044013301
GLIS3	1.043374916
BATF3	1.042795528
GIN1	1.041795342
PACSIN1	1.041381588
SLC35F5	1.041351445
PTS	1.041272199
GMDS	1.041270777
SLC4A11	1.040516689
GPR4	1.039880049
GPSM1	1.039660861
FASTKD5	1.039454582
FTSJ3	1.039179709
DIS3L2	1.039047061
CCDC117	1.038966101
CNR2	1.03865602
NHEJ1	1.038603982
FCRL1	1.038378204
BAK1	1.038317262
NUDT16	1.038147439
UBE2D1	1.037563665
UNC119B	1.036577621
PGLYRP1	1.036255499
IYD	1.035257027
TSPO2	1.035195176
RIPK2	1.035152975
SGMS1	1.034466858
SPATA6	1.034224982
CELF4	1.034075679
FITM2	1.033761817
MYO7A	1.03373847
ZNF322	1.033639136
RNF115	1.033621821
CENPK	1.033369315
DHX58	1.032897163
CNST	1.032639658
CXCL10	1.032504327
RELA	1.031172345
OAS2	1.031030378
TLR9	1.030901456
SPRYD3	1.030843871
CD8A	1.030298717
DMAP1	1.030248002
CCDC15	1.030199646
KDM1A	1.029412339
CAPN6	1.029372482
GCNT1	1.02930058
NDN	1.029195895
PCDHGA10	1.029172852
SBNO2	1.029125738
PAH	1.028702172
ADD1	1.028572637
C18orf54	1.028526483
EREG	1.028269162
ANAPC5	1.028109046
MEGF11	1.027518811
TOMM40L	1.027222571
TMEM200B	1.026643281
DNA2	1.02655573
PPP1R12B	1.026463368
ARHGEF10L	1.026070412
ETS2	1.026069913
NCCRP1	1.026064401
TSLP	1.026064401
BEX2	1.025939274
GIMAP8	1.02583947
RDH13	1.025359542
CDHR2	1.025322748
PHKG1	1.025300002
CBX3	1.024792523
PRKRA	1.024631586
SCN5A	1.024617758
SLC27A5	1.024590275
NES	1.024530874
MMP8	1.024234788
FXYD7	1.024108889
TMEM120B	1.024097496
LTK	1.023736385
EBAG9	1.023551952
HDAC7	1.023323549
ZRSR2	1.023005174
HAUS2	1.022970235
IL1RL2	1.022916968
MCTP1	1.022824992
PBX4	1.022716012
EXOSC10	1.022592049
APOBEC1	1.022139708
SLC39A2	1.021659076
KLHL36	1.021046424
CLN3	1.020978827
ADIG	1.020945508
KIF4A	1.020935763
CHST12	1.020914311
LSM14B	1.02053964
GJB6	1.020477925
EHF	1.020345009
DKC1	1.020343786
MYOZ3	1.020324358
DCLRE1A	1.020309515
EIF2AK1	1.020309461
STAT6	1.019852504
CX3CR1	1.019698984
ZNF213	1.019568404
SFR1	1.019165289
ZNF219	1.019052235
EBF1	1.018821996
LRCH2	1.018821996
LSM5	1.018086214
MFN2	1.018026475
GPAA1	1.017079614
KCNG2	1.016535215
DEPDC1	1.016371584
FAM110A	1.016318663
RGS5	1.016290719
GRAP2	1.015860469
PLD2	1.015611799
SLAMF8	1.015546704
RNASE4	1.015370347
MED24	1.015347361
MBD2	1.014980334
HEPACAM2	1.014736135
GRAMD4	1.014434554
EPHB6	1.01441066
KLHL17	1.014396569
GKAP1	1.01432045
PDE4B	1.014107769
POLA2	1.013800932
POC5	1.013418301
CXorf38	1.012977794
PROCR	1.012901764
DUSP9	1.012827428
MITD1	1.012674861
IL13RA2	1.012510309
TPM3	1.012423067
FBXO5	1.012155462
SMYD2	1.012111657
FBXL2	1.012104163
DLG4	1.011620203
SYNPO	1.011355261
GALK2	1.01062965
SLAMF9	1.010542724
POLH	1.010371674
RHOA	1.009864893
SLC10A6	1.009800731
NCS1	1.009783974
ARMCX2	1.009460915
ELFN1	1.009412715
IL27	1.009412715
SMIM35	1.009412715
SVOPL	1.009412715
VIT	1.009412715
MITF	1.00939456
SLC7A10	1.009285176
LINGO4	1.008928256
NOD2	1.008860024
ARG1	1.008848215
PPP1R37	1.008396719
ZSCAN20	1.007801792
KCTD5	1.007736949
LRRC8E	1.007161915
ZNF180	1.007146961
MIPOL1	1.006931906
FRY	1.006902038
SFT2D3	1.006861002
SYT11	1.006553561
HPS4	1.006225126
CDKN3	1.006092184
SLC13A4	1.005955145
WDR5	1.00590161
CDC42EP3	1.005882835
HOXA1	1.005865391
SYAP1	1.00565143
PCDHGA9	1.005594789
ZNF546	1.005486211
TMEM126B	1.004942322
TMEM231	1.004843271
KRT18	1.004539001
LYPLA1	1.003743615
MYCN	1.003727757
PPARGC1A	1.0026832
KLK8	1.002270423
ITGB6	1.001522659
AWAT2	1.001292357
RNF14	1.001044894
GPR174	1.000976831
DNAJC22	1.000710223
FREM1	1.000394565
GPR19	0.999944896
ALDH16A1	0.999709593
NRN1L	0.999459112
G6PD	0.99937603
TMCO4	0.999325928
KLHL38	0.999290633
SPEF1	0.999175202
MAGOHB	0.998686425
CPXM2	0.998355606
TRNT1	0.998118941
PELP1	0.997836569
MBOAT7	0.997816159
GPR39	0.997531357
GSTCD	0.997519569
ATP13A1	0.997305931
FAM102B	0.997043737
CACNG7	0.99653808
SLC7A4	0.996286158
RASD2	0.996184199
SLC13A5	0.996053381
CDC6	0.995447871
LHFPL2	0.995208318
RABL6	0.995198129
PPBP	0.994732022
SLC22A17	0.99470617
GPR82	0.99446586
PES1	0.9943282
ACOX1	0.994295147
STRN4	0.99413273
RERG	0.994034309
HDAC10	0.993871468
RAVER1	0.993330439
RAPGEFL1	0.99327479
USP28	0.993066323
ATG4A	0.992259595
RASEF	0.991701973
TRIM66	0.991701973
COX18	0.991699891
CTNNBL1	0.991479313
GFM2	0.990959842
CCNB2	0.989932008
L3MBTL4	0.989809965
SDCBP2	0.989701385
SKAP1	0.989678865
PHTF2	0.989627493
TLE2	0.989584585
C2CD4D	0.989508575
KIAA1324	0.989287064
UBE2D2	0.98910141
ZNF768	0.988397755
ZFP82	0.988267678
AXIN1	0.988111438
POPDC2	0.988002419
FTCD	0.98797884
SLC37A3	0.987725753
HSPA14	0.987648287
ARMC8	0.987371983
HDAC1	0.986595979
NAPB	0.985893851
PSPH	0.985768561
FOXA2	0.985358971
ZNF467	0.985335148
PAM	0.98521961
DND1	0.984579299
RADIL	0.984328163
MON1A	0.983587653
RECQL4	0.983583172
ACE	0.983312846
RASL12	0.982566498
CDK18	0.982558118
PACS2	0.982376135
CSF3R	0.982091709
SCOC	0.981786225
TECTB	0.98175618
SSBP2	0.981472918
SNX2	0.981060363
PJA1	0.980875931
SOX17	0.980753058
GAS1	0.980656427
MDM1	0.980649558
TBXA2R	0.980490122
MEAF6	0.980210866
PRR18	0.980147561
PDGFRB	0.980063293
ELMO3	0.979941653
ELMO2	0.979491623
ATP6V0D2	0.978899993
SFTPA1	0.978573988
ASRGL1	0.978557815
TMLHE	0.97792538
BLOC1S3	0.977908657
RIMS3	0.977851582
TMEM229B	0.9776443
KCNA7	0.977247591
ATP6AP1	0.97694268
ACTR8	0.976828562
COL7A1	0.975816789
ADCY5	0.975642957
DENND4B	0.975535876
NBEA	0.975393208
SCX	0.975109193
TLE1	0.975049363
FNTA	0.974923666
PPP1R3D	0.974491781
FUT4	0.974126705
TOM1L1	0.973633771
APBB3	0.97360888
DAND5	0.973115539
ANKRD40	0.973105846
CSGALNACT2	0.972620883
VPS52	0.971960619
FAM107A	0.971574064
ZNF770	0.971294745
DDX20	0.970624603
SP110	0.970558667
AHSG	0.97049058
ALPK2	0.969871119
MYOC	0.969871119
RBFOX1	0.969871119
CEP76	0.969478749
PADI2	0.969227367
EDNRA	0.969066791
KIAA0319	0.968926904
ARNTL2	0.96882341
LXN	0.968539802
ZNF613	0.968346785
TNF	0.96805334
APCS	0.96787824
LPCAT3	0.96774117
FAM20B	0.967389926
C3orf38	0.966880146
EPHB3	0.966871949
NAPEPLD	0.966245246
SMCP	0.966093144
MED19	0.965816298
GJC3	0.965590383
GLDN	0.965534436
CACNA1H	0.96543121
H4C13	0.96543121
MKRN1	0.965415477
IKBIP	0.965404933
AMIGO1	0.96479931
SLC39A6	0.964551803
CRYBG3	0.964513297
RAB37	0.964032276
EXD2	0.963878637
HSPA9	0.963817617
TOM1L2	0.963525737
SCAP	0.963298678
SLC25A30	0.963250112
ARHGAP8	0.963099578
SOCS5	0.962937692
ELAC1	0.962817139
FDPS	0.962767099
NIPSNAP1	0.962760648
AFMID	0.962717644
ATP5F1A	0.962627961
ANO8	0.962427544
PTGER4	0.962140569
TUBB6	0.962095966
CCRL2	0.961404382
NUSAP1	0.961403532
ACSL1	0.961247007
COL14A1	0.961000842
UBE2D4	0.960246788
F11R	0.959815024
CRYL1	0.959498348
CD302	0.959381159
PTPN6	0.958765294
NADSYN1	0.958637413
RGMB	0.958065185
MEPCE	0.957907592
PIGS	0.95769889
CD3G	0.957358736
PGRMC2	0.957354218
ANXA5	0.957311394
FBXO10	0.957213568
WARS2	0.956911172
APOD	0.956014052
CLCN1	0.956014052
ECT2L	0.956014052
MFRP	0.956014052
GYPC	0.95578621
NSUN4	0.955075877
XCR1	0.954976425
LRAT	0.954965951
ILF2	0.9549402
CCNYL1	0.954888813
ACIN1	0.954886061
TM6SF2	0.954733442
MCTS1	0.954499929
AIF1L	0.954496378
DNAJB9	0.954405443
AIM2	0.954180873
TMEM165	0.953952024
RRAGD	0.953927715
DERL3	0.953832295
NMI	0.953342073
RAB5A	0.953105261
PKMYT1	0.952960566
ZDHHC18	0.952929794
PPWD1	0.952239975
DKK2	0.951960964
HMG20A	0.95167512
TSNAX	0.951080488
S100A9	0.950347005
BIRC2	0.95024293
VAMP2	0.949909897
SAR1A	0.949865384
SLFN12L	0.949369108
RNF145	0.949042494
PACRGL	0.948981011
SLBP	0.948947337
HSD17B2	0.948667109
ABLIM3	0.94813749
PIK3IP1	0.947842947
FREM3	0.947817448
CCDC88B	0.947474979
HSPA12B	0.946324133
PDPN	0.945898332
BAIAP2L1	0.945870769
NOTCH4	0.945396805
CLDN15	0.945190939
ZBTB24	0.944773512
KLHL18	0.944644422
THAP1	0.944640591
ZNHIT6	0.944433527
SLC12A4	0.944429297
SYTL1	0.944385214
TAF5L	0.943876063
NUDT2	0.943699651
NKAP	0.943522164
NGLY1	0.943281517
TMEM38B	0.942907948
CACNB1	0.942581516
FBXO47	0.942293509
MEG3	0.942160977
PUS7L	0.941975147
ZBTB12	0.941743169
C3orf52	0.941723189
CRYBB1	0.941723189
MEP1A	0.941723189
SLC6A17	0.941723189
TSIX	0.941723189
EFCAB11	0.941654998
KCNA3	0.941577841
TUBB1	0.941577841
PBK	0.940520491
LUC7L3	0.940337541
BOP1	0.940220262
RAB20	0.940199161
CACFD1	0.940068534
RAD51C	0.939501966
ACSL4	0.93940806
KIAA1755	0.939205754
PTBP1	0.939146736
PNPLA3	0.939078997
ALDH2	0.93904517
SHISA3	0.938950595
SSC5D	0.938882976
OPTN	0.938881703
CD300LD	0.938847321
AOC3	0.938747524
CCDC136	0.937830249
ZBTB45	0.937009599
KLF7	0.936948667
ZNF473	0.936803899
ANKRD24	0.936535834
ZBTB8A	0.936291476
PARVB	0.936271718
GATA2	0.935886222
TRIM3	0.93555275
HIF3A	0.935499076
ANKLE1	0.935451958
RNF4	0.935233516
EML3	0.935062493
OLA1	0.934666076
ARFIP2	0.93448244
AIDA	0.934068572
AGER	0.934032058
DLST	0.933802687
TLCD3A	0.933151415
FAM163B	0.932977053
SLC6A7	0.932471865
CCDC106	0.93224428
IL17RA	0.932150733
RAB35	0.932073731
HCK	0.931507348
GINS2	0.931453487
CCNH	0.931334148
SF1	0.931276778
PCBP2	0.929994566
CRTAP	0.929622258
PLOD1	0.929525401
RAD54B	0.929330867
GPR153	0.929276428
ZBTB3	0.929181417
ACTR5	0.929038022
ZDHHC7	0.928830618
METTL8	0.928466565
EXD1	0.928092704
ATP5F1E	0.927710518
ULK3	0.927694739
